year,show_title,week_gross,avg_ticket,top_ticket,seats_sold,seats_in_theater,num_performances,capacity_filled
1991,The Secret Garden,"$278,363.00",$40.29,$0.00,"6,909","1,644",8,52.53%
1991,Six Degrees of Separation,"$143,964.00",$28.08,$0.00,"5,127","1,053",8,60.86%
1991,The Will Rogers Follies,"$475,775.00",$52.43,$0.00,"9,074","1,420",8,79.88%
1992,Cats,"$348,271.00",$38.45,$0.00,"9,057","1,482",8,76.39%
1992,Catskills on Broadway,"$213,743.00",$36.26,$0.00,"5,894","1,492",8,49.38%
1992,Conversations with My Father,"$166,708.00",$30.67,$0.00,"5,435","1,078",8,63.02%
1992,Crazy for You,"$483,904.00",$48.55,$0.00,"9,967","1,465",8,85.04%
1992,Dancing at Lughnasa,"$111,088.00",$30.20,$0.00,"3,678","1,037",8,44.33%
1992,Death and the Maiden,"$350,766.00",$40.66,$0.00,"8,627","1,074",8,100.41%
1992,Five Guys Named Moe,"$71,570.00",$10.60,$0.00,"6,751","1,065",0,90.56%
1992,Grand Hotel,"$229,632.00",$23.07,$0.00,"9,955","1,933",8,64.38%
1992,Guys and Dolls,"$270,279.00",$40.43,$0.00,"6,685","1,282",0,65.18%
1992,Hamlet,"$84,772.00",$25.33,$0.00,"3,347",499,5,83.84%
1992,Jake's Women,"$282,747.00",$36.95,$0.00,"7,652","1,366",8,70.02%
1992,Jelly's Last Jam,"$124,512.00",$19.44,$0.00,"6,405","1,264",0,72.39%
1992,Les Misérables,"$476,440.00",$44.34,$0.00,"10,746","1,413",8,95.06%
1992,Lost in Yonkers,"$162,195.00",$28.92,$0.00,"5,609","1,368",8,51.25%
1992,Man of La Mancha,"$578,942.00",$49.65,$0.00,"11,661","1,576",0,92.49%
1992,The Master Builder,"$124,673.00",$22.86,$0.00,"5,454","1,010",7,77.14%
1992,Metro,"$73,308.00",$15.25,$0.00,"4,807","1,599",0,37.58%
1992,Miss Saigon,"$710,415.00",$50.43,$0.00,"14,088","1,761",8,100.00%
1992,The Most Happy Fella,"$145,458.00",$31.47,$0.00,"4,622",753,8,76.73%
1992,The Phantom of the Opera,"$652,978.00",$49.86,$0.00,"13,096","1,609",8,101.74%
1992,Search and Destroy,"$54,116.00",$14.82,$0.00,"3,652",724,8,63.05%
1992,The Secret Garden,"$285,419.00",$36.61,$0.00,"7,796","1,644",8,59.28%
1992,A Small Family Business,"$118,935.00",$18.64,$0.00,"6,379",998,0,79.90%
1992,A Streetcar Named Desire,"$313,611.00",$40.34,$50.00,"7,774","1,096",0,88.66%
1992,The Will Rogers Follies,"$411,281.00",$50.88,$0.00,"8,083","1,420",8,71.15%
1991,Cats,"$403,545.00",$43.20,$0.00,"9,341","1,482",8,78.79%
1991,City of Angels,"$327,926.00",$41.08,$0.00,"7,983","1,226",8,81.39%
1991,Les Misérables,"$469,255.00",$45.57,$0.00,"10,297","1,413",8,91.09%
1991,Lost in Yonkers,"$275,281.00",$33.18,$0.00,"8,297","1,368",8,75.81%
1991,Miss Saigon,"$775,124.00",$55.02,$0.00,"14,088","1,761",8,100.00%
1991,On Borrowed Time,"$82,480.00",$20.04,$0.00,"4,116",604,0,85.18%
1991,Once On This Island,"$95,339.00",$24.51,$0.00,"3,890",802,8,60.63%
1991,The Phantom of the Opera,"$633,183.00",$48.35,$0.00,"13,096","1,609",8,101.74%
1991,The Secret Garden,"$359,560.00",$41.07,$0.00,"8,755","1,644",8,66.57%
1991,Six Degrees of Separation,"$172,187.00",$33.35,$0.00,"5,163","1,053",8,61.29%
1991,The Will Rogers Follies,"$566,426.00",$51.62,$0.00,"10,972","1,420",8,96.58%
1992,Cats,"$471,326.00",$42.44,$0.00,"11,105","1,482",8,93.67%
1992,Catskills on Broadway,"$148,852.00",$34.32,$0.00,"4,337","1,492",8,36.34%
1992,Conversations with My Father,"$118,390.00",$30.26,$0.00,"3,913","1,078",8,45.37%
1992,Crazy for You,"$568,119.00",$48.75,$0.00,"11,653","1,465",8,99.43%
1992,Dancing at Lughnasa,"$105,719.00",$29.53,$0.00,"3,580","1,037",8,43.15%
1992,Death and the Maiden,"$344,967.00",$41.08,$0.00,"8,397","1,074",8,97.73%
1992,Falsettos,"$95,252.00",$22.32,$0.00,"4,268",805,0,66.27%
1992,Five Guys Named Moe,"$142,735.00",$23.55,$0.00,"6,060","1,065",8,71.13%
1992,Grand Hotel,"$235,321.00",$28.13,$0.00,"8,366","1,933",8,54.10%
1992,Guys and Dolls,"$377,245.00",$47.83,$0.00,"7,888","1,282",7,76.91%
1992,Hamlet,"$88,896.00",$29.04,$0.00,"3,061",499,8,76.68%
1992,Jake's Women,"$240,920.00",$35.39,$0.00,"6,808","1,366",8,62.30%
1992,Jelly's Last Jam,"$157,043.00",$21.34,$0.00,"7,360","1,264",0,83.18%
1992,Les Misérables,"$529,082.00",$46.90,$0.00,"11,280","1,413",8,99.79%
1992,Lost in Yonkers,"$151,629.00",$28.23,$0.00,"5,371","1,368",8,49.08%
1992,Man of La Mancha,"$566,690.00",$48.15,$0.00,"11,770","1,576",0,93.35%
1992,The Master Builder,"$58,925.00",$20.12,$0.00,"2,929","1,010",8,36.25%
1992,Metro,"$79,303.00",$21.28,$0.00,"3,726","1,599",5,29.13%
1992,Miss Saigon,"$700,167.00",$49.94,$0.00,"14,019","1,761",8,99.51%
1992,The Most Happy Fella,"$158,791.00",$35.80,$0.00,"4,435",753,8,73.62%
1992,The Phantom of the Opera,"$644,816.00",$49.24,$0.00,"13,096","1,609",8,101.74%
1992,The Secret Garden,"$357,223.00",$39.53,$0.00,"9,036","1,644",8,68.70%
1992,Shimada,"$66,206.00",$17.63,$0.00,"3,756","1,182",0,39.72%
1992,A Small Family Business,"$112,713.00",$19.17,$0.00,"5,881",998,0,73.66%
1992,A Streetcar Named Desire,"$354,794.00",$42.33,$50.00,"8,381","1,096",8,95.59%
1992,Two Trains Running,"$115,634.00",$19.34,$0.00,"5,979",945,8,79.09%
1992,The Will Rogers Follies,"$506,780.00",$52.77,$0.00,"9,604","1,420",8,84.54%
1992,Cats,"$483,150.00",$44.26,$0.00,"10,917","1,482",8,92.08%
1992,Catskills on Broadway,"$241,278.00",$37.53,$0.00,"6,429","1,492",8,53.86%
1992,Conversations with My Father,"$161,621.00",$27.93,$0.00,"5,786","1,078",8,67.09%
1992,Crazy for You,"$567,490.00",$48.41,$0.00,"11,723","1,465",8,100.03%
1992,Dancing at Lughnasa,"$122,083.00",$29.99,$0.00,"4,071","1,037",8,49.07%
1992,Death and the Maiden,"$347,292.00",$41.57,$0.00,"8,354","1,074",8,97.23%
1992,Falsettos,"$129,947.00",$23.95,$0.00,"5,425",805,0,84.24%
1992,Five Guys Named Moe,"$162,703.00",$22.06,$0.00,"7,376","1,065",8,86.57%
1992,Grand Hotel,"$277,124.00",$24.70,$0.00,"11,218","1,933",8,72.54%
1992,Guys and Dolls,"$455,389.00",$44.52,$0.00,"10,228","1,282",8,99.73%
1992,Hamlet,"$81,503.00",$22.27,$0.00,"3,659",499,8,91.66%
1992,Jake's Women,"$301,077.00",$34.58,$0.00,"8,706","1,366",8,79.67%
1992,Jelly's Last Jam,"$189,644.00",$22.61,$0.00,"8,386","1,264",1,94.78%
1992,Les Misérables,"$523,931.00",$46.39,$0.00,"11,295","1,413",8,99.92%
1992,Lost in Yonkers,"$202,417.00",$29.28,$0.00,"6,912","1,368",8,63.16%
1992,Man of La Mancha,"$601,155.00",$48.41,$0.00,"12,418","1,576",4,98.49%
1992,The Master Builder,"$98,537.00",$22.33,$0.00,"4,413","1,010",8,54.62%
1992,Metro,"$79,121.00",$20.36,$0.00,"3,887","1,599",8,30.39%
1992,Miss Saigon,"$705,154.00",$50.05,$0.00,"14,088","1,761",8,100.00%
1992,The Phantom of the Opera,"$645,103.00",$49.26,$0.00,"13,096","1,609",8,101.74%
1992,The Secret Garden,"$440,210.00",$40.14,$0.00,"10,967","1,644",8,83.39%
1992,Shimada,"$100,156.00",$20.91,$0.00,"4,789","1,182",4,50.65%
1992,A Small Family Business,"$91,971.00",$18.94,$0.00,"4,856",998,0,69.51%
1992,A Streetcar Named Desire,"$368,407.00",$42.53,$50.00,"8,663","1,096",8,98.80%
1992,Two Trains Running,"$139,324.00",$19.15,$0.00,"7,276",945,8,96.24%
1992,The Will Rogers Follies,"$518,712.00",$51.92,$0.00,"9,990","1,420",8,87.94%
1992,Cats,"$397,525.00",$40.24,$0.00,"9,878","1,482",8,83.32%
1992,Catskills on Broadway,"$169,722.00",$38.05,$0.00,"4,461","1,492",8,37.37%
1992,Conversations with My Father,"$134,184.00",$32.76,$0.00,"4,096","1,078",8,47.50%
1992,Crazy for You,"$537,841.00",$48.70,$0.00,"11,045","1,465",8,94.24%
1992,Dancing at Lughnasa,"$97,713.00",$31.12,$0.00,"3,140","1,037",8,37.85%
1992,Death and the Maiden,"$325,264.00",$40.97,$0.00,"7,940","1,074",8,92.41%
1992,Falsettos,"$123,539.00",$29.75,$0.00,"4,153",805,6,64.49%
1992,Five Guys Named Moe,"$150,622.00",$24.37,$0.00,"6,180","1,065",8,72.54%
1992,Guys and Dolls,"$454,300.00",$46.78,$0.00,"9,712","1,282",8,94.70%
1992,Hamlet,"$57,947.00",$21.06,$0.00,"2,751",499,8,68.91%
1992,Jake's Women,"$264,275.00",$35.78,$0.00,"7,387","1,366",8,67.60%
1992,Jelly's Last Jam,"$266,635.00",$29.45,$0.00,"9,055","1,264",8,89.55%
1992,Les Misérables,"$480,575.00",$44.57,$0.00,"10,782","1,413",8,95.38%
1992,Lost in Yonkers,"$136,193.00",$27.68,$0.00,"4,920","1,368",8,44.96%
1992,Man of La Mancha,"$543,696.00",$50.54,$0.00,"10,758","1,576",8,85.33%
1992,Miss Saigon,"$699,304.00",$50.12,$0.00,"13,953","1,761",8,99.04%
1992,The Phantom of the Opera,"$651,077.00",$49.72,$0.00,"13,096","1,609",8,101.74%
1992,The Secret Garden,"$269,050.00",$36.30,$0.00,"7,412","1,644",8,56.36%
1992,A Small Family Business,"$91,326.00",$23.49,$0.00,"3,888",998,8,48.70%
1992,A Streetcar Named Desire,"$332,830.00",$42.26,$50.00,"7,875","1,096",8,89.82%
1992,Two Trains Running,"$130,467.00",$19.11,$0.00,"6,827",945,8,90.30%
1992,The Will Rogers Follies,"$480,204.00",$51.28,$0.00,"9,365","1,420",8,82.44%
1992,Cats,"$375,950.00",$38.42,$0.00,"9,785","1,482",8,82.53%
1992,Catskills on Broadway,"$194,720.00",$38.47,$0.00,"5,061","1,492",8,42.40%
1992,Conversations with My Father,"$152,228.00",$30.22,$0.00,"5,038","1,078",8,58.42%
1992,Crazy for You,"$538,144.00",$48.77,$0.00,"11,035","1,465",8,94.16%
1992,Dancing at Lughnasa,"$123,958.00",$30.62,$0.00,"4,048","1,037",8,48.79%
1992,Death and the Maiden,"$309,001.00",$38.99,$0.00,"7,926","1,074",8,92.25%
1992,Falsettos,"$149,299.00",$31.10,$0.00,"4,801",805,8,74.55%
1992,Five Guys Named Moe,"$182,945.00",$27.10,$0.00,"6,751","1,065",8,79.24%
1992,Guys and Dolls,"$472,335.00",$49.67,$0.00,"9,509","1,282",8,92.72%
1992,Hamlet,"$25,684.00",$10.61,$0.00,"2,420",499,8,60.62%
1992,Jake's Women,"$255,330.00",$34.30,$0.00,"7,443","1,366",8,68.11%
1992,Jelly's Last Jam,"$356,042.00",$36.33,$0.00,"9,799","1,264",8,96.90%
1992,Les Misérables,"$484,476.00",$44.26,$0.00,"10,946","1,413",8,96.83%
1992,Lost in Yonkers,"$140,181.00",$27.90,$0.00,"5,025","1,368",8,45.92%
1992,Man of La Mancha,"$561,560.00",$52.41,$0.00,"10,715","1,576",8,84.99%
1992,Miss Saigon,"$697,606.00",$50.05,$0.00,"13,938","1,761",8,98.94%
1992,The Phantom of the Opera,"$649,186.00",$49.57,$0.00,"13,096","1,609",8,101.74%
1992,The Secret Garden,"$287,962.00",$34.76,$0.00,"8,284","1,644",8,62.99%
1992,A Small Family Business,"$99,640.00",$25.97,$0.00,"3,837",998,8,48.06%
1992,A Streetcar Named Desire,"$293,613.00",$41.53,$50.00,"7,070","1,096",8,80.63%
1992,Two Trains Running,"$134,177.00",$19.46,$0.00,"6,895",945,8,91.20%
1992,The Will Rogers Follies,"$436,239.00",$51.32,$0.00,"8,500","1,420",8,74.82%
1992,Cats,"$390,304.00",$39.73,$0.00,"9,825","1,482",8,82.87%
1992,Catskills on Broadway,"$218,435.00",$37.53,$0.00,"5,821","1,492",8,48.77%
1992,Conversations with My Father,"$186,702.00",$29.77,$0.00,"6,271","1,078",8,72.72%
1992,Crazy for You,"$554,334.00",$47.74,$0.00,"11,612","1,465",8,99.08%
1992,Dancing at Lughnasa,"$142,998.00",$29.39,$0.00,"4,866","1,037",8,58.65%
1992,Death and the Maiden,"$324,036.00",$39.66,$0.00,"8,170","1,074",8,95.09%
1992,Falsettos,"$208,043.00",$34.82,$0.00,"5,975",805,8,92.78%
1992,Five Guys Named Moe,"$181,351.00",$27.32,$0.00,"6,638","1,065",8,77.91%
1992,Guys and Dolls,"$521,513.00",$50.65,$0.00,"10,296","1,282",8,100.39%
1992,Jake's Women,"$273,308.00",$32.40,$0.00,"8,436","1,366",8,77.20%
1992,Jelly's Last Jam,"$405,802.00",$40.88,$0.00,"9,927","1,264",8,98.17%
1992,Les Misérables,"$489,826.00",$44.84,$0.00,"10,924","1,413",8,96.64%
1992,Lost in Yonkers,"$160,203.00",$28.71,$0.00,"5,581","1,368",8,51.00%
1992,Man of La Mancha,"$576,844.00",$52.41,$0.00,"11,007","1,576",8,87.30%
1992,Miss Saigon,"$704,589.00",$50.24,$0.00,"14,025","1,761",8,99.55%
1992,The Phantom of the Opera,"$652,244.00",$49.80,$0.00,"13,096","1,609",8,101.74%
1992,The Secret Garden,"$336,656.00",$34.69,$0.00,"9,704","1,644",8,73.78%
1992,A Small Family Business,"$115,822.00",$25.42,$0.00,"4,557",998,8,57.08%
1992,A Streetcar Named Desire,"$328,716.00",$42.84,$50.00,"7,673","1,096",8,87.51%
1992,Two Trains Running,"$137,997.00",$20.75,$0.00,"6,650",945,8,87.96%
1992,The Will Rogers Follies,"$502,264.00",$51.54,$0.00,"9,746","1,420",8,85.79%
1991,Cats,"$433,106.00",$41.99,$0.00,"10,315","1,482",8,87.00%
1991,City of Angels,"$344,799.00",$43.02,$0.00,"8,015","1,226",8,81.72%
1991,Dancing at Lughnasa,"$226,859.00",$27.28,$0.00,"8,315","1,037",8,100.23%
1991,Les Misérables,"$464,941.00",$45.24,$0.00,"10,278","1,413",8,90.92%
1991,Lost in Yonkers,"$257,714.00",$32.77,$0.00,"7,864","1,368",8,71.86%
1991,Miss Saigon,"$780,494.00",$55.40,$0.00,"14,088","1,761",8,100.00%
1991,Moscow Circus - Cirk Valentin,"$121,174.00",$23.53,$0.00,"5,150","1,933",8,33.30%
1991,Nick & Nora,"$430,107.00",$37.58,$0.00,"11,444","1,576",0,90.77%
1991,On Borrowed Time,"$100,937.00",$23.26,$0.00,"4,339",604,8,89.80%
1991,Once On This Island,"$103,746.00",$24.70,$0.00,"4,201",802,8,65.48%
1991,Park Your Car in Harvard Yard,"$120,131.00",$21.16,$0.00,"5,678","1,000",4,70.97%
1991,The Phantom of the Opera,"$636,136.00",$48.57,$0.00,"13,096","1,609",8,101.74%
1991,The Secret Garden,"$401,969.00",$40.08,$0.00,"10,029","1,644",8,76.25%
1991,Six Degrees of Separation,"$185,548.00",$32.11,$0.00,"5,779","1,053",8,68.60%
1991,The Will Rogers Follies,"$536,333.00",$51.89,$0.00,"10,335","1,420",8,90.98%
1992,Cats,"$360,055.00",$39.19,$0.00,"9,187","1,482",8,77.49%
1992,Catskills on Broadway,"$152,645.00",$35.87,$0.00,"4,255","1,492",8,35.65%
1992,Chinese Coffee,"$172,242.00",$42.52,$0.00,"4,051",604,0,95.81%
1992,Conversations with My Father,"$148,275.00",$30.35,$0.00,"4,886","1,078",8,56.66%
1992,Crazy for You,"$554,646.00",$47.80,$0.00,"11,603","1,465",8,99.00%
1992,Dancing at Lughnasa,"$114,856.00",$28.89,$0.00,"3,976","1,037",8,47.93%
1992,Death and the Maiden,"$289,365.00",$38.23,$0.00,"7,570","1,074",8,88.11%
1992,Falsettos,"$183,330.00",$38.97,$0.00,"4,704",805,8,73.04%
1992,Five Guys Named Moe,"$112,340.00",$19.94,$0.00,"5,635","1,065",8,66.14%
1992,Guys and Dolls,"$543,993.00",$54.43,$0.00,"9,994","1,282",8,97.45%
1992,Jake's Women,"$225,858.00",$32.68,$0.00,"6,911","1,366",8,63.24%
1992,Jelly's Last Jam,"$406,667.00",$42.21,$0.00,"9,634","1,264",8,95.27%
1992,Les Misérables,"$458,656.00",$44.00,$0.00,"10,423","1,413",8,92.21%
1992,Lost in Yonkers,"$111,885.00",$23.67,$0.00,"4,727","1,368",8,43.19%
1992,Man of La Mancha,"$494,608.00",$51.82,$0.00,"9,545","1,576",8,75.71%
1992,Miss Saigon,"$706,526.00",$50.79,$0.00,"13,912","1,761",8,98.75%
1992,The Phantom of the Opera,"$658,739.00",$50.30,$0.00,"13,096","1,609",8,101.74%
1992,The Price,"$83,807.00",$24.63,$0.00,"3,402",499,0,85.22%
1992,The Secret Garden,"$228,247.00",$34.37,$0.00,"6,640","1,644",8,50.49%
1992,A Small Family Business,"$79,217.00",$24.91,$0.00,"3,180",998,8,39.83%
1992,A Streetcar Named Desire,"$249,238.00",$41.11,$50.00,"6,062","1,096",8,69.14%
1992,Two Trains Running,"$118,315.00",$25.34,$0.00,"4,669",945,8,61.76%
1992,The Will Rogers Follies,"$402,553.00",$50.51,$0.00,"7,969","1,420",8,70.15%
1992,Cats,"$350,899.00",$40.56,$0.00,"8,652","1,482",8,72.98%
1992,Catskills on Broadway,"$178,690.00",$36.81,$0.00,"4,854","1,492",8,40.67%
1992,Chinese Coffee,"$163,350.00",$41.16,$0.00,"3,969",604,0,93.87%
1992,Conversations with My Father,"$193,896.00",$30.62,$0.00,"6,332","1,078",8,73.42%
1992,Crazy for You,"$574,629.00",$48.64,$0.00,"11,814","1,465",8,100.80%
1992,Dancing at Lughnasa,"$159,817.00",$29.27,$0.00,"5,461","1,037",8,65.83%
1992,Death and the Maiden,"$218,821.00",$36.59,$0.00,"5,980","1,074",8,69.60%
1992,Falsettos,"$227,781.00",$41.35,$0.00,"5,508",805,8,85.53%
1992,Five Guys Named Moe,"$127,791.00",$21.35,$0.00,"5,985","1,065",8,70.25%
1992,Guys and Dolls,"$529,113.00",$51.18,$0.00,"10,338","1,282",8,100.80%
1992,Jake's Women,"$223,588.00",$34.23,$0.00,"6,532","1,366",8,59.77%
1992,Jelly's Last Jam,"$468,571.00",$47.15,$0.00,"9,938","1,264",8,98.28%
1992,Les Misérables,"$454,445.00",$44.01,$0.00,"10,326","1,413",8,91.35%
1992,Lost in Yonkers,"$122,579.00",$26.37,$0.00,"4,648","1,368",8,42.47%
1992,Man of La Mancha,"$503,110.00",$52.52,$0.00,"9,580","1,576",8,75.98%
1992,Miss Saigon,"$691,925.00",$50.89,$0.00,"13,596","1,761",8,96.51%
1992,The Phantom of the Opera,"$658,580.00",$50.29,$0.00,"13,096","1,609",8,101.74%
1992,The Price,"$79,456.00",$22.92,$0.00,"3,467",499,0,86.85%
1992,The Secret Garden,"$237,456.00",$34.69,$0.00,"6,846","1,644",8,52.05%
1992,A Small Family Business,"$93,904.00",$22.28,$0.00,"4,214",998,8,52.78%
1992,A Streetcar Named Desire,"$250,416.00",$41.33,$50.00,"6,059","1,096",8,69.10%
1992,Two Trains Running,"$135,541.00",$25.28,$0.00,"5,362",945,8,70.93%
1992,The Will Rogers Follies,"$363,590.00",$51.04,$0.00,"7,124","1,420",8,62.71%
1992,Cats,"$381,993.00",$40.69,$0.00,"9,388","1,482",8,79.18%
1992,Catskills on Broadway,"$182,848.00",$36.17,$0.00,"5,055","1,492",8,42.35%
1992,Chinese Coffee,"$144,288.00",$40.91,$0.00,"3,527",604,0,97.32%
1992,Conversations with My Father,"$209,660.00",$30.56,$0.00,"6,860","1,078",8,79.55%
1992,Crazy for You,"$571,108.00",$48.20,$0.00,"11,848","1,465",8,101.09%
1992,Dancing at Lughnasa,"$176,949.00",$29.25,$0.00,"6,049","1,037",8,72.91%
1992,Death and the Maiden,"$292,544.00",$37.47,$0.00,"7,808","1,074",8,90.88%
1992,Falsettos,"$240,662.00",$43.76,$0.00,"5,500",805,8,85.40%
1992,Five Guys Named Moe,"$138,525.00",$21.18,$0.00,"6,541","1,065",8,76.77%
1992,Guys and Dolls,"$521,670.00",$50.42,$0.00,"10,346","1,282",8,100.88%
1992,Jake's Women,"$237,274.00",$34.14,$0.00,"6,951","1,366",8,63.61%
1992,Jelly's Last Jam,"$491,249.00",$50.42,$0.00,"9,744","1,264",8,96.36%
1992,Les Misérables,"$486,188.00",$44.83,$0.00,"10,845","1,413",8,95.94%
1992,Lost in Yonkers,"$131,747.00",$22.95,$0.00,"5,740","1,368",8,52.45%
1992,Man of La Mancha,"$486,216.00",$51.96,$0.00,"9,357","1,576",8,74.21%
1992,Miss Saigon,"$703,465.00",$50.41,$0.00,"13,956","1,761",8,99.06%
1992,The Most Happy Fella,"$177,714.00",$31.86,$0.00,"5,578",753,8,92.60%
1992,The Phantom of the Opera,"$648,129.00",$49.49,$0.00,"13,096","1,609",8,101.74%
1992,The Price,"$85,103.00",$26.30,$0.00,"3,236",499,6,81.06%
1992,The Secret Garden,"$278,348.00",$35.93,$0.00,"7,747","1,644",8,58.90%
1992,A Streetcar Named Desire,"$248,778.00",$40.50,$50.00,"6,142","1,096",8,70.05%
1992,Two Trains Running,"$141,214.00",$24.58,$0.00,"5,746",945,8,76.01%
1992,The Will Rogers Follies,"$383,734.00",$48.85,$0.00,"7,855","1,420",8,69.15%
1991,Cats,"$426,770.00",$42.82,$0.00,"9,966","1,482",8,84.06%
1991,Catskills on Broadway,"$193,376.00",$23.41,$0.00,"8,262","1,492",5,69.22%
1991,City of Angels,"$372,495.00",$46.34,$0.00,"8,038","1,226",8,81.95%
1991,Dancing at Lughnasa,"$280,092.00",$35.46,$0.00,"7,899","1,037",8,95.21%
1991,The Homecoming,"$41,960.00",$16.04,$0.00,"2,616",499,8,65.53%
1991,Les Misérables,"$481,709.00",$45.94,$0.00,"10,485","1,413",8,92.75%
1991,Lost in Yonkers,"$287,535.00",$35.00,$0.00,"8,215","1,368",8,75.06%
1991,Miss Saigon,"$782,279.00",$55.53,$0.00,"14,088","1,761",8,100.00%
1991,Nick & Nora,"$406,203.00",$38.31,$0.00,"10,602","1,576",1,84.09%
1991,On Borrowed Time,"$99,397.00",$24.77,$0.00,"4,013",604,8,83.05%
1991,Park Your Car in Harvard Yard,"$152,873.00",$25.99,$0.00,"5,881","1,000",8,73.51%
1991,Peter Pan,"$320,013.00",$37.96,$0.00,"8,431","1,621",8,65.01%
1991,The Phantom of the Opera,"$637,186.00",$48.66,$0.00,"13,096","1,609",8,101.74%
1991,The Secret Garden,"$454,096.00",$42.92,$0.00,"10,579","1,644",8,80.44%
1991,Six Degrees of Separation,"$191,051.00",$32.29,$0.00,"5,917","1,053",8,70.24%
1991,The Will Rogers Follies,"$582,220.00",$51.16,$0.00,"11,380","1,420",8,100.18%
1992,Cats,"$426,735.00",$41.07,$0.00,"10,390","1,482",8,87.63%
1992,Catskills on Broadway,"$191,445.00",$36.03,$0.00,"5,313","1,492",8,44.51%
1992,Chinese Coffee,"$119,063.00",$41.14,$0.00,"2,894",604,0,95.83%
1992,Conversations with My Father,"$218,151.00",$30.69,$0.00,"7,109","1,078",8,82.43%
1992,Crazy for You,"$578,880.00",$48.66,$0.00,"11,897","1,465",8,101.51%
1992,Dancing at Lughnasa,"$172,443.00",$30.31,$0.00,"5,690","1,037",8,68.59%
1992,Death and the Maiden,"$303,514.00",$38.20,$0.00,"7,946","1,074",8,92.48%
1992,Falsettos,"$249,445.00",$43.77,$0.00,"5,699",805,8,88.49%
1992,Five Guys Named Moe,"$161,224.00",$22.94,$0.00,"7,027","1,065",8,82.48%
1992,Guys and Dolls,"$542,932.00",$52.43,$0.00,"10,356","1,282",8,100.98%
1992,Jake's Women,"$241,134.00",$33.76,$0.00,"7,143","1,366",8,65.36%
1992,Jelly's Last Jam,"$519,541.00",$52.52,$0.00,"9,892","1,264",8,97.82%
1992,Les Misérables,"$500,126.00",$45.62,$0.00,"10,964","1,413",8,96.99%
1992,Lost in Yonkers,"$147,740.00",$21.50,$0.00,"6,871","1,368",8,62.78%
1992,Man of La Mancha,"$536,271.00",$50.67,$0.00,"10,583","1,576",8,83.94%
1992,Miss Saigon,"$701,832.00",$50.43,$0.00,"13,916","1,761",8,98.78%
1992,The Most Happy Fella,"$174,514.00",$33.82,$0.00,"5,160",753,8,85.66%
1992,The Phantom of the Opera,"$653,802.00",$49.92,$0.00,"13,096","1,609",8,101.74%
1992,The Price,"$90,060.00",$24.61,$0.00,"3,659",499,8,91.66%
1992,The Secret Garden,"$283,358.00",$37.49,$0.00,"7,559","1,644",8,57.47%
1992,A Streetcar Named Desire,"$243,197.00",$39.80,$50.00,"6,111","1,096",8,69.70%
1992,Two Trains Running,"$155,986.00",$24.86,$0.00,"6,274",945,8,82.99%
1992,The Will Rogers Follies,"$434,860.00",$51.37,$0.00,"8,466","1,420",8,74.52%
1992,Cats,"$431,186.00",$41.41,$0.00,"10,413","1,482",8,87.83%
1992,Catskills on Broadway,"$181,417.00",$36.21,$0.00,"5,010","1,492",8,41.97%
1992,Chinese Coffee,"$130,427.00",$39.05,$0.00,"3,340",604,2,92.16%
1992,Conversations with My Father,"$226,078.00",$30.65,$0.00,"7,375","1,078",8,85.52%
1992,Crazy for You,"$582,897.00",$48.89,$0.00,"11,922","1,465",8,101.72%
1992,Dancing at Lughnasa,"$186,114.00",$30.80,$0.00,"6,042","1,037",8,72.83%
1992,Death and the Maiden,"$308,941.00",$38.16,$0.00,"8,096","1,074",8,94.23%
1992,Falsettos,"$260,668.00",$44.16,$0.00,"5,903",805,8,91.66%
1992,Five Guys Named Moe,"$162,172.00",$24.46,$0.00,"6,631","1,065",8,77.83%
1992,Guys and Dolls,"$545,141.00",$52.61,$0.00,"10,362","1,282",8,101.03%
1992,Jake's Women,"$244,897.00",$32.46,$0.00,"7,544","1,366",8,69.03%
1992,Jelly's Last Jam,"$529,859.00",$53.77,$0.00,"9,855","1,264",8,97.46%
1992,Les Misérables,"$474,861.00",$44.20,$0.00,"10,743","1,413",8,95.04%
1992,Lost in Yonkers,"$159,937.00",$23.10,$0.00,"6,924","1,368",8,63.27%
1992,Man of La Mancha,"$568,756.00",$50.42,$0.00,"11,281","1,576",8,89.47%
1992,Miss Saigon,"$709,530.00",$50.94,$0.00,"13,930","1,761",8,98.88%
1992,The Most Happy Fella,"$184,544.00",$34.24,$0.00,"5,389",753,8,89.46%
1992,The Phantom of the Opera,"$663,381.00",$50.66,$0.00,"13,096","1,609",8,101.74%
1992,The Price,"$89,210.00",$24.02,$0.00,"3,714",499,8,93.04%
1992,The Secret Garden,"$333,148.00",$37.44,$0.00,"8,898","1,644",8,67.66%
1992,A Streetcar Named Desire,"$242,339.00",$40.33,$50.00,"6,009","1,096",8,68.53%
1992,Two Trains Running,"$154,377.00",$23.77,$0.00,"6,495",945,8,85.91%
1992,The Will Rogers Follies,"$467,559.00",$52.49,$0.00,"8,907","1,420",8,78.41%
1992,Cats,"$340,737.00",$40.77,$0.00,"8,358","1,482",8,70.50%
1992,Catskills on Broadway,"$119,215.00",$33.67,$0.00,"3,541","1,492",8,29.67%
1992,Chinese Coffee,"$95,845.00",$41.37,$0.00,"2,317",604,4,95.90%
1992,Conversations with My Father,"$186,736.00",$27.36,$0.00,"6,825","1,078",8,79.14%
