year,show_title,week_gross,avg_ticket,top_ticket,seats_sold,seats_in_theater,num_performances,capacity_filled
2003,As Long as We Both Shall Laugh,"$24,480.00",$23.18,$65.00,"1,056",740,2,71.35%
2003,Beauty and the Beast,"$593,278.00",$54.54,$95.00,"10,877","1,509",8,90.10%
2003,Cabaret,"$365,848.00",$55.68,$180.00,"6,571",920,8,89.28%
2003,Chicago,"$588,716.00",$68.85,$180.00,"8,551","1,080",8,98.97%
2003,A Day in the Death of Joe Egg,"$294,749.00",$49.20,$65.00,"5,991",740,8,101.20%
2003,Enchanted April,"$216,706.00",$44.26,$81.25,"4,896","1,037",8,59.02%
2003,Gypsy,"$782,288.00",$71.35,$101.25,"10,964","1,447",8,94.71%
2003,Hairspray,"$978,060.00",$84.61,$360.00,"11,560","1,428",8,101.19%
2003,La Bohème,"$649,692.00",$67.26,$101.25,"9,659","1,705",8,70.81%
2003,Life x 3,"$301,749.00",$59.20,$80.00,"5,097",776,8,82.10%
2003,The Lion King,"$1,106,834.00",$76.99,$240.00,"14,377","1,793",8,100.23%
2003,Long Day's Journey Into Night,"$553,727.00",$82.24,$101.25,"6,733","1,079",7,89.14%
2003,The Look of Love,"$216,299.00",$40.43,$90.00,"5,350","1,027",8,65.12%
2003,Mamma Mia!,"$977,674.00",$82.73,$100.00,"11,817","1,498",8,98.61%
2003,Man of La Mancha,"$584,437.00",$64.55,$240.00,"9,054","1,422",8,79.59%
2003,"""Master Harold""...and the Boys","$181,536.00",$40.77,$76.25,"4,453","1,078",0,51.63%
2003,Movin' Out,"$653,469.00",$65.47,$240.00,"9,981","1,322",8,94.37%
2003,Nine,"$611,733.00",$73.93,$101.00,"8,274","1,049",8,98.59%
2003,The Phantom of the Opera,"$584,704.00",$50.76,$100.00,"11,519","1,607",8,89.60%
2003,The Play What I Wrote,"$232,391.00",$42.98,$81.25,"5,407",907,8,74.52%
2003,The Producers,"$989,243.00",$82.89,$480.00,"11,934","1,706",8,87.44%
2003,Rent,"$382,685.00",$47.99,$180.00,"7,975","1,181",8,84.41%
2003,Salome,"$425,469.00",$66.99,$85.00,"6,351","1,086",6,97.47%
2003,"Say Goodnight, Gracie","$112,741.00",$42.46,$71.25,"2,655",593,8,55.97%
2003,Take Me Out,"$234,474.00",$50.40,$80.00,"4,652",920,8,63.21%
2003,Thoroughly Modern Millie,"$704,842.00",$65.11,$240.00,"10,825","1,578",8,85.75%
2003,Urinetown The Musical,"$287,044.00",$64.00,$95.00,"4,485",631,8,88.85%
2003,A Year with Frog and Toad,"$166,411.00",$40.23,$91.25,"4,136","1,052",8,49.14%
2003,42nd Street,"$588,492.00",$54.14,$101.20,"10,869","1,813",8,74.94%
2003,Aida,"$498,264.00",$52.11,$180.00,"9,561","1,695",8,70.51%
2003,As Long as We Both Shall Laugh,"$12,240.00",$23.18,$65.00,528,740,1,71.35%
2003,Beauty and the Beast,"$390,149.00",$50.77,$95.00,"7,685","1,509",8,63.66%
2003,Cabaret,"$297,909.00",$51.83,$180.00,"5,748",920,8,78.10%
2003,Chicago,"$550,847.00",$66.16,$180.00,"8,326","1,080",8,96.37%
2003,A Day in the Death of Joe Egg,"$279,463.00",$46.96,$65.00,"5,951",740,8,100.52%
2003,Enchanted April,"$143,158.00",$39.45,$81.25,"3,629","1,037",8,43.74%
2003,Gypsy,"$756,325.00",$72.27,$101.25,"10,465","1,447",8,90.40%
2003,Hairspray,"$969,867.00",$84.72,$360.00,"11,448","1,428",8,100.21%
2003,La Bohème,"$486,086.00",$69.54,$101.25,"6,990","1,705",8,51.25%
2003,Life x 3,"$231,474.00",$53.50,$80.00,"4,327",776,8,69.70%
2003,The Lion King,"$1,051,564.00",$76.76,$240.00,"13,699","1,793",8,95.50%
2003,Long Day's Journey Into Night,"$603,179.00",$84.38,$101.25,"7,148","1,079",7,94.64%
2003,The Look of Love,"$221,912.00",$38.90,$90.00,"5,704","1,027",8,69.43%
2003,Mamma Mia!,"$923,820.00",$82.97,$100.00,"11,134","1,498",8,92.91%
2003,Man of La Mancha,"$481,070.00",$59.92,$240.00,"8,028","1,422",8,70.57%
2003,"""Master Harold""...and the Boys","$166,124.00",$40.40,$76.25,"4,112","1,078",1,47.68%
2003,Movin' Out,"$604,418.00",$69.12,$240.00,"8,744","1,322",8,82.68%
2003,Nine,"$628,570.00",$73.81,$101.00,"8,516","1,049",8,101.48%
2003,The Phantom of the Opera,"$524,568.00",$50.04,$100.00,"10,482","1,607",8,81.53%
2003,The Play What I Wrote,"$192,846.00",$42.51,$81.25,"4,537",907,8,62.53%
2003,The Producers,"$904,024.00",$82.15,$480.00,"11,005","1,706",8,80.63%
2003,Rent,"$280,069.00",$45.77,$180.00,"6,119","1,181",8,64.77%
2003,Salome,"$431,259.00",$67.21,$85.00,"6,417","1,086",6,98.48%
2003,"Say Goodnight, Gracie","$91,941.00",$40.36,$71.25,"2,278",593,8,48.02%
2003,Take Me Out,"$186,792.00",$44.62,$80.00,"4,186",920,8,56.88%
2003,Thoroughly Modern Millie,"$529,908.00",$61.42,$240.00,"8,627","1,578",8,68.34%
2003,Urinetown The Musical,"$246,190.00",$56.83,$95.00,"4,332",631,8,85.82%
2003,A Year with Frog and Toad,"$147,984.00",$39.95,$91.25,"3,704","1,052",8,44.01%
2002,42nd Street,"$663,096.00",$62.67,$101.10,"10,580","1,813",8,72.95%
2002,Aida,"$619,988.00",$57.85,$95.00,"10,717","1,695",8,79.03%
2002,Amour,"$272,603.00",$45.76,$86.25,"5,957",961,0,77.48%
2002,Beauty and the Beast,"$481,024.00",$52.65,$95.00,"9,137","1,509",8,75.69%
2002,The Boys from Syracuse,"$260,896.00",$49.77,$90.00,"5,242",728,8,90.01%
2002,Cabaret,"$355,011.00",$58.05,$180.00,"6,116",920,8,83.10%
2002,Chicago,"$386,075.00",$52.68,$180.00,"7,329","1,460",8,62.75%
2002,Flower Drum Song,"$467,463.00",$63.40,$96.00,"7,373","1,214",0,86.76%
2002,Frankie and Johnny in the Clair de Lune,"$474,685.00",$64.50,$76.25,"7,359","1,040",8,88.45%
2002,"The Goat, or Who Is Sylvia?","$221,957.00",$43.57,$76.25,"5,094",804,8,79.20%
2002,The Graduate,"$293,403.00",$52.44,$250.00,"5,595","1,075",8,65.06%
2002,Hairspray,"$955,629.00",$82.67,$240.00,"11,560","1,428",8,101.19%
2002,Into the Woods,"$319,109.00",$56.94,$100.25,"5,604","1,135",8,61.72%
2002,Les Misérables,"$283,455.00",$49.62,$90.00,"5,713","1,417",8,50.40%
2002,The Lion King,"$1,086,755.00",$76.23,$100.00,"14,257","1,793",8,99.39%
2002,Mamma Mia!,"$990,892.00",$84.86,$100.00,"11,677","1,498",8,97.44%
2002,Metamorphoses,"$167,803.00",$50.26,$75.00,"3,339",650,8,64.21%
2002,Movin' Out,"$645,921.00",$73.08,$95.00,"8,838","1,322",0,83.57%
2002,The Phantom of the Opera,"$446,653.00",$53.41,$90.00,"8,363","1,607",8,65.05%
2002,The Producers,"$1,123,420.00",$84.92,$480.00,"13,229","1,706",8,96.93%
2002,Proof,"$218,951.00",$46.57,$76.00,"4,702",924,8,63.61%
2002,Rent,"$357,114.00",$52.49,$90.00,"6,804","1,181",8,72.02%
2002,"Say Goodnight, Gracie","$120,317.00",$37.49,$66.25,"3,209",593,0,67.64%
2002,Thoroughly Modern Millie,"$771,140.00",$66.60,$240.00,"11,578","1,578",8,91.71%
2002,Urinetown The Musical,"$298,923.00",$67.28,$85.00,"4,443",631,8,88.02%
2003,42nd Street,"$625,731.00",$54.51,$101.20,"11,479","1,813",8,79.14%
2003,Aida,"$523,269.00",$53.70,$180.00,"9,744","1,695",8,71.86%
2003,Beauty and the Beast,"$492,313.00",$54.99,$95.00,"8,953","1,509",8,74.16%
2003,Cabaret,"$305,185.00",$52.24,$180.00,"5,842",920,8,79.38%
2003,Chicago,"$558,725.00",$66.48,$240.00,"8,404","1,080",8,97.27%
2003,Enchanted April,"$165,540.00",$42.20,$81.25,"3,923","1,037",8,47.29%
2003,Gypsy,"$853,477.00",$76.93,$101.25,"11,094","1,447",8,95.84%
2003,Hairspray,"$994,030.00",$85.99,$360.00,"11,560","1,428",8,101.19%
2003,La Bohème,"$564,583.00",$68.63,$101.25,"8,227","1,705",8,60.32%
2003,Life x 3,"$230,207.00",$54.93,$80.00,"4,191",776,8,67.51%
2003,The Lion King,"$1,103,687.00",$76.93,$240.00,"14,347","1,793",8,100.02%
2003,Long Day's Journey Into Night,"$641,661.00",$84.77,$101.25,"7,569","1,079",7,100.21%
2003,The Look of Love,"$255,385.00",$39.89,$90.00,"6,403","1,027",8,77.93%
2003,Mamma Mia!,"$968,703.00",$83.71,$100.00,"11,572","1,498",8,96.56%
2003,Man of La Mancha,"$552,104.00",$60.52,$240.00,"9,122","1,422",8,80.19%
2003,"""Master Harold""...and the Boys","$247,213.00",$40.81,$76.25,"6,057","1,078",8,70.23%
2003,Movin' Out,"$743,468.00",$76.12,$240.00,"9,767","1,322",8,92.35%
2003,Nine,"$650,371.00",$75.64,$240.00,"8,598","1,049",8,102.45%
2003,The Phantom of the Opera,"$559,762.00",$52.53,$100.00,"10,657","1,607",8,82.90%
2003,The Play What I Wrote,"$193,912.00",$43.71,$81.25,"4,436",907,8,61.14%
2003,The Producers,"$958,261.00",$82.68,$480.00,"11,590","1,706",8,84.92%
2003,Rent,"$319,931.00",$47.15,$180.00,"6,786","1,181",8,71.82%
2003,Salome,"$369,507.00",$68.61,$85.00,"5,386","1,086",5,99.19%
2003,"Say Goodnight, Gracie","$82,686.00",$41.45,$71.25,"1,995",593,8,42.05%
2003,Take Me Out,"$295,256.00",$51.08,$80.00,"5,780",920,8,78.53%
2003,Thoroughly Modern Millie,"$659,839.00",$63.68,$240.00,"10,361","1,578",8,82.07%
2003,Urinetown The Musical,"$281,197.00",$59.54,$95.00,"4,723",631,8,93.56%
2003,A Year with Frog and Toad,"$256,493.00",$41.81,$91.25,"6,135","1,052",8,72.90%
2003,42nd Street,"$730,693.00",$56.36,$101.20,"12,965","1,813",8,89.39%
2003,Aida,"$620,928.00",$54.31,$180.00,"11,434","1,695",8,84.32%
2003,Beauty and the Beast,"$647,949.00",$58.02,$95.00,"11,167","1,509",8,92.50%
2003,Cabaret,"$348,667.00",$51.47,$180.00,"6,774",920,8,92.04%
2003,Chicago,"$602,618.00",$69.44,$240.00,"8,678","1,080",8,100.44%
2003,Enchanted April,"$191,987.00",$38.27,$81.25,"5,017","1,037",8,60.47%
2003,Gypsy,"$903,525.00",$78.34,$101.25,"11,533","1,447",8,99.63%
2003,Hairspray,"$1,004,035.00",$86.85,$360.00,"11,560","1,428",8,101.19%
2003,La Bohème,"$832,134.00",$64.97,$101.25,"12,808","1,705",8,93.90%
2003,Life x 3,"$258,049.00",$54.50,$80.00,"4,735",776,8,76.27%
2003,The Lion King,"$1,116,842.00",$77.20,$240.00,"14,466","1,793",8,100.85%
2003,Long Day's Journey Into Night,"$657,133.00",$86.52,$101.25,"7,595","1,079",7,100.56%
2003,Mamma Mia!,"$1,015,450.00",$83.23,$100.00,"12,201","1,498",8,101.81%
2003,Man of La Mancha,"$564,743.00",$60.30,$240.00,"9,365","1,422",8,82.32%
2003,"""Master Harold""...and the Boys","$279,417.00",$41.42,$76.25,"6,746","1,078",8,78.22%
2003,Movin' Out,"$793,157.00",$75.05,$240.00,"10,569","1,322",8,99.93%
2003,Nine,"$688,997.00",$80.06,$240.00,"8,606","1,049",8,102.55%
2003,The Phantom of the Opera,"$632,929.00",$54.49,$100.00,"11,615","1,607",8,90.35%
2003,The Producers,"$990,203.00",$83.06,$480.00,"11,922","1,706",8,87.35%
2003,Rent,"$396,019.00",$45.31,$180.00,"8,741","1,181",8,92.52%
2003,"Say Goodnight, Gracie","$100,200.00",$40.42,$71.25,"2,479",593,8,52.26%
2003,Take Me Out,"$336,301.00",$52.93,$80.00,"6,354",920,8,86.33%
2003,Thoroughly Modern Millie,"$723,629.00",$62.94,$240.00,"11,498","1,578",8,91.08%
2003,Urinetown The Musical,"$323,093.00",$65.34,$95.00,"4,945",631,8,97.96%
2003,42nd Street,"$741,252.00",$56.34,$101.20,"13,157","1,813",8,90.71%
2003,Aida,"$625,882.00",$55.27,$180.00,"11,324","1,695",8,83.51%
2003,Beauty and the Beast,"$614,257.00",$57.62,$95.00,"10,661","1,509",8,88.31%
2003,Cabaret,"$347,157.00",$51.61,$180.00,"6,726",920,8,91.39%
2003,Chicago,"$592,584.00",$67.92,$240.00,"8,725","1,080",8,100.98%
2003,Enchanted April,"$183,975.00",$41.11,$81.25,"4,475","1,037",8,53.94%
2003,Gypsy,"$874,397.00",$77.06,$101.25,"11,347","1,447",8,98.02%
2003,Hairspray,"$1,003,134.00",$86.78,$360.00,"11,560","1,428",8,101.19%
2003,La Bohème,"$732,369.00",$62.27,$101.25,"11,762","1,705",8,86.23%
2003,Life x 3,"$274,337.00",$55.20,$80.00,"4,970",776,8,80.06%
2003,The Lion King,"$1,108,569.00",$76.80,$240.00,"14,435","1,793",8,100.63%
2003,Long Day's Journey Into Night,"$653,740.00",$86.44,$101.25,"7,563","1,079",7,100.13%
2003,Mamma Mia!,"$992,594.00",$83.17,$100.00,"11,935","1,498",8,99.59%
2003,Man of La Mancha,"$594,108.00",$62.04,$240.00,"9,576","1,422",8,84.18%
2003,"""Master Harold""...and the Boys","$272,079.00",$40.34,$76.25,"6,744","1,078",8,78.20%
2003,Movin' Out,"$783,219.00",$75.97,$240.00,"10,309","1,322",8,97.48%
2003,Nine,"$659,253.00",$76.76,$240.00,"8,588","1,049",8,102.34%
2003,The Phantom of the Opera,"$619,015.00",$52.50,$100.00,"11,791","1,607",8,91.72%
2003,The Producers,"$962,269.00",$82.98,$480.00,"11,596","1,706",8,84.96%
2003,Rent,"$373,179.00",$45.68,$180.00,"8,169","1,181",8,86.46%
2003,"Say Goodnight, Gracie","$99,151.00",$42.48,$71.25,"2,334",593,8,49.20%
2003,Take Me Out,"$331,904.00",$51.16,$80.00,"6,487",920,8,88.14%
2003,Thoroughly Modern Millie,"$745,747.00",$63.74,$240.00,"11,699","1,578",8,92.67%
2003,Urinetown The Musical,"$318,347.00",$64.81,$95.00,"4,912",631,8,97.31%
2003,42nd Street,"$651,192.00",$54.19,$101.20,"12,016","1,813",8,82.85%
2003,Aida,"$624,801.00",$50.38,$180.00,"12,402","1,695",8,91.46%
2003,Beauty and the Beast,"$602,501.00",$55.07,$95.00,"10,941","1,509",8,90.63%
2003,Big River,"$172,574.00",$32.02,$91.25,"5,389",728,0,92.53%
2003,Cabaret,"$306,900.00",$44.33,$180.00,"6,923",920,8,94.06%
2003,Chicago,"$566,074.00",$66.15,$240.00,"8,558","1,080",8,99.05%
2003,Enchanted April,"$159,762.00",$35.17,$81.25,"4,542","1,037",8,54.75%
2003,Gypsy,"$819,392.00",$74.66,$101.25,"10,975","1,447",8,94.81%
2003,Hairspray,"$994,071.00",$85.99,$360.00,"11,560","1,428",8,101.19%
2003,The Lion King,"$1,103,497.00",$77.30,$240.00,"14,276","1,793",8,99.53%
2003,Long Day's Journey Into Night,"$667,681.00",$88.61,$151.25,"7,535","1,079",7,99.76%
2003,Mamma Mia!,"$983,291.00",$84.16,$100.00,"11,683","1,498",8,97.49%
2003,Man of La Mancha,"$472,092.00",$47.92,$240.00,"9,851","1,422",8,86.59%
2003,"""Master Harold""...and the Boys","$247,423.00",$40.82,$76.25,"6,061","1,078",8,70.28%
2003,Movin' Out,"$718,958.00",$71.94,$240.00,"9,994","1,322",8,94.50%
2003,Nine,"$770,972.00",$90.01,$240.00,"8,565","1,049",8,102.06%
2003,The Phantom of the Opera,"$564,255.00",$47.79,$100.00,"11,808","1,607",8,91.85%
2003,The Producers,"$815,656.00",$80.42,$480.00,"10,142","1,706",8,74.31%
2003,Rent,"$335,846.00",$45.53,$180.00,"7,377","1,181",8,78.08%
2003,"Say Goodnight, Gracie","$73,802.00",$38.06,$71.25,"1,939",593,8,40.87%
2003,Take Me Out,"$301,291.00",$51.60,$80.00,"5,839",920,8,79.33%
2003,Thoroughly Modern Millie,"$591,466.00",$57.04,$240.00,"10,370","1,578",8,82.15%
2003,Urinetown The Musical,"$295,634.00",$61.13,$95.00,"4,836",631,8,95.80%
2003,42nd Street,"$694,469.00",$54.91,$101.20,"12,648","1,813",8,87.20%
2003,Aida,"$631,348.00",$56.90,$180.00,"11,096","1,695",8,81.83%
2003,Avenue Q,"$47,049.00",$55.55,$86.25,847,796,0,35.47%
2003,Beauty and the Beast,"$537,559.00",$59.81,$95.00,"8,988","1,509",8,74.45%
2003,Big River,"$195,504.00",$44.32,$91.25,"4,411",728,0,75.74%
2003,Cabaret,"$331,579.00",$47.31,$180.00,"7,009",920,8,95.23%
2003,Chicago,"$604,867.00",$70.32,$240.00,"8,602","1,080",8,99.56%
2003,Enchanted April,"$173,021.00",$37.70,$81.25,"4,589","1,037",8,55.32%
2003,Gypsy,"$826,381.00",$75.34,$101.25,"10,969","1,447",8,94.76%
2003,Hairspray,"$1,004,684.00",$86.91,$360.00,"11,560","1,428",8,101.19%
2003,The Lion King,"$1,121,839.00",$77.48,$240.00,"14,479","1,793",8,100.94%
2003,Long Day's Journey Into Night,"$668,405.00",$88.34,$151.25,"7,566","1,079",7,100.17%
2003,Mamma Mia!,"$1,026,647.00",$85.72,$100.00,"11,977","1,498",8,99.94%
2003,Man of La Mancha,"$457,496.00",$61.11,$240.00,"7,487","1,422",8,65.81%
2003,"""Master Harold""...and the Boys","$308,995.00",$43.47,$76.25,"7,108","1,078",8,82.42%
2003,Movin' Out,"$737,234.00",$72.36,$240.00,"10,188","1,322",8,96.33%
2003,Nine,"$771,355.00",$89.80,$240.00,"8,590","1,049",8,102.36%
2003,The Phantom of the Opera,"$595,159.00",$54.36,$100.00,"10,948","1,607",8,85.16%
2003,The Producers,"$919,713.00",$81.04,$480.00,"11,349","1,706",8,83.16%
2003,Rent,"$331,876.00",$47.19,$180.00,"7,033","1,181",8,74.44%
2003,"Say Goodnight, Gracie","$84,005.00",$39.49,$71.25,"2,127",593,8,44.84%
2003,Take Me Out,"$302,949.00",$52.63,$80.00,"5,756",920,8,78.21%
2003,Thoroughly Modern Millie,"$596,945.00",$61.12,$240.00,"9,767","1,578",8,77.37%
2003,Urinetown The Musical,"$299,735.00",$60.93,$95.00,"4,919",631,8,97.44%
2003,42nd Street,"$758,580.00",$56.22,$101.20,"13,492","1,813",8,93.02%
2003,Aida,"$701,370.00",$56.75,$180.00,"12,359","1,695",8,91.14%
2003,Avenue Q,"$143,314.00",$53.18,$86.25,"2,695",796,0,42.32%
2003,Beauty and the Beast,"$618,716.00",$59.97,$95.00,"10,317","1,509",8,85.46%
2003,Big River,"$207,445.00",$45.79,$91.25,"4,530",728,0,77.78%
2003,Cabaret,"$342,888.00",$48.98,$180.00,"7,001",920,8,95.12%
2003,Chicago,"$661,394.00",$76.46,$240.00,"8,650","1,080",8,100.12%
2003,Enchanted April,"$180,171.00",$40.90,$81.25,"4,405","1,037",8,53.10%
2003,Gypsy,"$854,020.00",$75.40,$101.25,"11,327","1,447",8,97.85%
2003,Hairspray,"$997,902.00",$86.32,$360.00,"11,560","1,428",8,101.19%
2003,The Lion King,"$1,121,811.00",$77.45,$240.00,"14,485","1,793",8,100.98%
2003,Long Day's Journey Into Night,"$673,706.00",$88.67,$151.25,"7,598","1,079",7,100.60%
2003,Mamma Mia!,"$1,035,381.00",$84.74,$100.00,"12,218","1,498",8,101.95%
2003,Man of La Mancha,"$513,599.00",$57.46,$240.00,"8,938","1,422",8,78.57%
2003,Movin' Out,"$767,794.00",$72.54,$240.00,"10,584","1,322",8,100.08%
2003,Nine,"$772,375.00",$89.82,$240.00,"8,599","1,049",8,102.47%
2003,The Phantom of the Opera,"$642,208.00",$55.88,$100.00,"11,492","1,607",8,89.39%
2003,The Producers,"$983,442.00",$81.84,$480.00,"12,016","1,706",8,88.04%
2003,Rent,"$379,667.00",$46.51,$180.00,"8,164","1,181",8,86.41%
2003,"Say Goodnight, Gracie","$99,771.00",$39.80,$71.25,"2,507",593,8,52.85%
2003,Take Me Out,"$322,679.00",$52.10,$80.00,"6,193",920,8,84.14%
2003,Thoroughly Modern Millie,"$724,055.00",$62.38,$240.00,"11,608","1,578",8,91.95%
2003,Urinetown The Musical,"$297,650.00",$60.19,$95.00,"4,945",631,8,97.96%
2002,42nd Street,"$604,301.00",$61.08,$101.10,"9,893","1,813",8,68.21%
2002,Aida,"$623,759.00",$58.34,$95.00,"10,692","1,695",8,78.85%
2002,Amour,"$138,682.00",$49.27,$86.25,"2,815",961,8,36.62%
2002,Beauty and the Beast,"$542,476.00",$57.40,$95.00,"9,451","1,509",8,78.29%
2002,Cabaret,"$329,445.00",$58.20,$180.00,"5,661",920,8,76.92%
2002,Chicago,"$391,894.00",$52.32,$180.00,"7,491","1,460",8,64.14%
2002,Dance of the Vampires,"$723,308.00",$59.54,$95.00,"12,148","1,677",0,90.55%
2002,Flower Drum Song,"$595,578.00",$68.35,$96.00,"8,714","1,214",8,89.72%
2002,Frankie and Johnny in the Clair de Lune,"$434,464.00",$64.97,$76.25,"6,687","1,040",8,80.37%
2002,"The Goat, or Who Is Sylvia?","$203,583.00",$47.06,$76.25,"4,326",804,8,67.26%
2002,The Graduate,"$245,726.00",$52.08,$250.00,"4,718","1,075",8,54.86%
2002,Hairspray,"$954,969.00",$82.61,$240.00,"11,560","1,428",8,101.19%
2002,Hollywood Arms,"$170,190.00",$45.13,$76.25,"3,771","1,071",4,44.01%
2002,Into the Woods,"$323,603.00",$55.49,$100.25,"5,832","1,135",8,64.23%
2002,Les Misérables,"$345,019.00",$48.39,$90.00,"7,130","1,417",8,62.90%
2002,The Lion King,"$1,074,602.00",$76.78,$100.00,"13,996","1,793",8,97.57%
2002,Mamma Mia!,"$922,136.00",$84.98,$100.00,"10,851","1,498",8,90.55%
2002,Metamorphoses,"$164,046.00",$49.23,$75.00,"3,332",650,8,64.08%
2002,Movin' Out,"$644,036.00",$68.07,$100.00,"9,462","1,322",8,89.47%
2002,The Phantom of the Opera,"$462,923.00",$56.30,$90.00,"8,223","1,607",8,63.96%
2002,The Producers,"$1,034,770.00",$85.97,$480.00,"12,036","1,706",8,88.19%
2002,Proof,"$175,262.00",$48.39,$76.00,"3,622",924,8,49.00%
2002,Prune Danish,"$214,206.00",$56.06,$76.25,"3,821","1,101",6,57.84%
2002,Rent,"$331,463.00",$53.38,$90.00,"6,209","1,181",8,65.72%
2002,Russell Simmons Def Poetry Jam,"$52,164.00",$25.48,$31.25,"2,047","1,094",0,26.73%
2002,"Say Goodnight, Gracie","$115,095.00",$48.16,$66.25,"2,390",593,8,50.38%
2002,Thoroughly Modern Millie,"$691,536.00",$71.79,$240.00,"9,633","1,578",8,76.31%
2002,Urinetown The Musical,"$243,247.00",$67.78,$85.00,"3,589",631,8,71.10%
2003,42nd Street,"$797,391.00",$57.73,$101.20,"13,812","1,813",8,95.23%
2003,Aida,"$765,687.00",$61.04,$180.00,"12,543","1,695",8,92.50%
2003,Avenue Q,"$312,051.00",$58.24,$91.25,"5,358",796,8,84.14%
2003,Beauty and the Beast,"$728,057.00",$61.60,$95.00,"11,819","1,509",8,97.90%
2003,Big River,"$258,137.00",$48.45,$91.25,"5,328",728,8,91.48%
2003,Cabaret,"$367,152.00",$52.90,$180.00,"6,941",920,8,94.31%
2003,Chicago,"$692,763.00",$79.45,$240.00,"8,720","1,080",8,100.93%
2003,Enchanted April,"$153,766.00",$40.71,$81.25,"3,777","1,037",8,45.53%
2003,Gypsy,"$842,896.00",$73.68,$101.25,"11,440","1,447",8,98.83%
2003,Hairspray,"$1,001,267.00",$86.61,$360.00,"11,560","1,428",8,101.19%
2003,The Lion King,"$1,126,280.00",$77.54,$240.00,"14,526","1,793",8,101.27%
2003,Long Day's Journey Into Night,"$675,124.00",$89.22,$151.25,"7,567","1,079",7,100.19%
2003,Mamma Mia!,"$1,043,959.00",$85.34,$100.00,"12,233","1,498",8,102.08%
2003,Man of La Mancha,"$580,719.00",$57.31,$240.00,"10,133","1,422",8,89.07%
2003,Movin' Out,"$777,038.00",$73.49,$240.00,"10,573","1,322",8,99.97%
2003,Nine,"$776,293.00",$90.35,$240.00,"8,592","1,049",8,102.38%
2003,The Phantom of the Opera,"$697,912.00",$55.21,$100.00,"12,642","1,607",8,98.34%
2003,The Producers,"$976,428.00",$80.05,$480.00,"12,197","1,706",8,89.37%
2003,Rent,"$430,457.00",$45.83,$180.00,"9,393","1,181",8,99.42%
2003,"Say Goodnight, Gracie","$114,381.00",$40.63,$71.25,"2,815",593,8,59.34%
2003,Take Me Out,"$315,567.00",$51.35,$80.00,"6,145",920,8,83.49%
2003,Thoroughly Modern Millie,"$713,680.00",$60.87,$240.00,"11,725","1,578",8,92.88%
2003,Urinetown The Musical,"$306,661.00",$61.42,$95.00,"4,993",631,8,98.91%
2003,42nd Street,"$605,328.00",$57.07,$101.20,"10,606","1,813",7,83.57%
2003,Aida,"$643,069.00",$73.59,$180.00,"8,738","1,695",7,73.65%
2003,Avenue Q,"$289,775.00",$63.86,$91.25,"4,538",796,7,81.44%
2003,Beauty and the Beast,"$591,750.00",$64.45,$95.00,"9,181","1,509",7,86.92%
2003,Big River,"$215,556.00",$50.07,$91.25,"4,305",728,7,84.48%
2003,Cabaret,"$297,022.00",$51.66,$180.00,"5,749",920,7,89.27%
2003,Chicago,"$603,007.00",$79.82,$240.00,"7,555","1,080",7,99.93%
2003,Enchanted April,"$124,107.00",$41.12,$81.25,"3,018","1,037",7,41.58%
2003,Gypsy,"$708,126.00",$72.26,$101.25,"9,800","1,447",7,96.75%
2003,Hairspray,"$875,962.00",$86.60,$360.00,"10,115","1,428",7,101.19%
2003,The Lion King,"$982,171.00",$77.40,$240.00,"12,689","1,793",7,101.10%
2003,Long Day's Journey Into Night,"$579,501.00",$89.31,$151.25,"6,489","1,079",6,100.23%
2003,Mamma Mia!,"$893,049.00",$85.52,$100.00,"10,443","1,498",7,99.59%
2003,Man of La Mancha,"$501,992.00",$59.32,$240.00,"8,462","1,422",7,85.01%
2003,Movin' Out,"$684,791.00",$71.68,$240.00,"9,554","1,322",7,103.24%
2003,Nine,"$684,905.00",$90.84,$240.00,"7,540","1,049",7,102.68%
2003,The Phantom of the Opera,"$589,480.00",$55.19,$100.00,"10,681","1,607",7,94.95%
2003,The Producers,"$794,931.00",$80.09,$480.00,"9,925","1,706",7,83.11%
2003,Rent,"$354,865.00",$43.00,$180.00,"8,252","1,181",7,99.82%
2003,"Say Goodnight, Gracie","$116,746.00",$41.14,$71.25,"2,838",593,8,59.82%
2003,Take Me Out,"$259,409.00",$52.73,$80.00,"4,920",920,7,76.40%
2003,Urinetown The Musical,"$243,806.00",$59.77,$95.00,"4,079",631,7,92.35%
2002,42nd Street,"$697,612.00",$65.49,$101.10,"10,653","1,813",8,73.45%
2002,Aida,"$633,318.00",$60.37,$95.00,"10,491","1,695",8,77.37%
2002,Beauty and the Beast,"$627,662.00",$61.43,$95.00,"10,217","1,509",8,84.63%
2002,Cabaret,"$384,993.00",$58.80,$180.00,"6,547",920,8,88.95%
2002,Chicago,"$505,774.00",$55.10,$180.00,"9,179","1,460",8,78.59%
2002,Dance of the Vampires,"$734,509.00",$60.36,$95.00,"12,169","1,677",0,90.71%
2002,Flower Drum Song,"$639,336.00",$69.83,$96.00,"9,156","1,214",8,94.28%
2002,Frankie and Johnny in the Clair de Lune,"$453,739.00",$65.86,$76.25,"6,889","1,040",8,82.80%
2002,"The Goat, or Who Is Sylvia?","$260,590.00",$53.58,$76.25,"4,864",804,8,75.62%
2002,The Graduate,"$336,838.00",$52.95,$250.00,"6,361","1,075",8,73.97%
